id,maintainable_item,part,position_1pm,failure_mode_tm,failure_cause_tm,work_order_type,work_order,work_order_desc,actual_start_date,actual_finish,equip_name,equip_id,notification,long_text_notification,material,material_desc,batch,purchase_item_text,operation,vendor,workstream,model,model_size,model_variant,edited_flag,censored,remove,cum_smu_hours,actual_materials_cost,actual_services_cost
388,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM03,432362420,Parts for service,10/02/2016,10/02/2016,RD27,3131.01.04.74-TK027,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,11341,0,0
389,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,426396117,PM06 Svce Lube & Mechanical RD28,14/02/2016,14/02/2016,3111.01.04.74-TK028,3111.01.04.74-TK028,412718315,14.02.2016 04:00:18 UTC Kyle Bate (BATEK9) service was completed on the 14/2/2016 1160 hours lv hv and lube servive was done service sheets were entered into the system. kyle b,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,1166,5738.33,0
390,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432371625,Replace failed grease pump,16/02/2016,16/02/2016,3131.01.04.74-TK018,3131.01.04.74-TK018,413318206,16.02.2016 13:29:33 UTC Simon Lindsay (LINDSI)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Motor has fallen off pump and pump needs replacing  1 x fitter 6hrs    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,26127,5995.44,0
391,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432371625,Replace failed grease pump,16/02/2016,16/02/2016,3131.01.04.74-TK018,3131.01.04.74-TK018,413318206,16.02.2016 13:29:33 UTC Simon Lindsay (LINDSI)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Motor has fallen off pump and pump needs replacing  1 x fitter 6hrs    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,26127,5995.44,0
392,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432371625,Replace failed grease pump,16/02/2016,16/02/2016,3131.01.04.74-TK018,3131.01.04.74-TK018,413318206,16.02.2016 13:29:33 UTC Simon Lindsay (LINDSI)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Motor has fallen off pump and pump needs replacing  1 x fitter 6hrs    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,26127,5995.44,0
396,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,rough rotor surface,PM03,432369265,replace blower motor brushes,17/02/2016,18/02/2016,3131.01.04.74-TK015,3131.01.04.74-TK015,413305785,14.02.2016 22:15:22 UTC Adam Wisley (WISLA9) Phone +61749404942  replace blower motor 1 and 2 brushes  16x 10366617 1x electrician 3 hours  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366617,"BRUSH,SRB,KOMATSU GE0704",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,15772,3935.22,0
397,Grid Blower Motor Brushes: MOTR-BRSH-51,Brushes,,worn,Age,PM03,432369265,replace blower motor brushes,17/02/2016,17/02/2016,RD15,3131.01.04.74-TK015,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15772,0,0
398,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432369266,replace HV alt brushes,18/02/2016,18/02/2016,3131.01.04.74-TK015,3131.01.04.74-TK015,413305725,14.02.2016 21:57:44 UTC Adam Wisley (WISLA9) Phone +61749404942  replace hv alternator brushes.  6x 10366693 1x electrician 2 hours  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,15785,522,0
432,Blower Pressure Sensor: SNSR-23,Sensor,,Inoperable,contamination,PM01,413709168,Replace Motor Blower Switch RD30,19/03/2016,19/03/2016,3131.01.04.74-TK030,3131.01.04.74-TK030,413306087,14.02.2016 23:11:09 UTC Danny Wallace (WALLD92) Task list attached no parts  Motor Blower Pressure sensor failed clos 1x 10386487 1x worker 2hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10915560,"SWITCH,KOMATSU 58F0601860",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,12362,1084.32,0
399,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip2,Worn,Age,PM01,413647519,Replace RP2 Contact Tips RD35,21/02/2016,21/02/2016,3131.01.04.74-TK035,3131.01.04.74-TK035,413057167,08.01.2016 14:25:11 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP2 contact tips next maintenance day.  One HV elec. x 2hrs MN15-E02  4 x 10366621    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,10409,17681.7,0
400,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,413647519,Replace RP2 Contact Tips RD35,21/02/2016,21/02/2016,3131.01.04.74-TK035,3131.01.04.74-TK035,413057167,08.01.2016 14:25:11 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP2 contact tips next maintenance day.  One HV elec. x 2hrs MN15-E02  4 x 10366621    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,10409,17681.7,0
401,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432378629,Extra parts for service,22/02/2016,22/02/2016,3131.01.04.74-TK019,3131.01.04.74-TK019,413354683,22.02.2016 01:23:13 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,26108,5270.77,0
436,Horn: HORN-21,Horn,,Failed,contamination,PM01,413679684,Replace Horn Module RD31,27/03/2016,27/03/2016,3131.01.04.74-TK031,3131.01.04.74-TK031,413206178,31.01.2016 03:48:21 UTC Jeff Peterson (PETEJX) Phone +61749404942  Horn U/S horn module at fault   Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required: 1 X fitter 1 hour 1 X 10859117 (PC0244)    *     *    ,10859117,"HORN,KOMATSU PC0244",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,11404,2599.98,0
402,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432378629,Extra parts for service,22/02/2016,22/02/2016,3131.01.04.74-TK019,3131.01.04.74-TK019,413354683,22.02.2016 01:23:13 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,26108,5270.77,0
403,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432379971,Extra parts for service.,23/02/2016,23/02/2016,3131.01.04.74-TK021,3131.01.04.74-TK021,413361495,23.02.2016 02:04:59 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,26357,20650.16,0
405,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,413651433,Replace RP1 Tips Next Service RD14,27/02/2016,27/02/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,413077125,11.01.2016 22:58:00 UTC Owen Nugent (NUGEO91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  RP1 tips next service   *  Sub Notif Created   Define work requirements; including known materials specialist labour special tools that are required:  10366621 x 1 Electrician 1 hour   *     *    ,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,16121,1854.94,0
406,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,413614397,Replace RP Tips RD27,28/02/2016,28/02/2016,3131.01.04.74-TK027,3131.01.04.74-TK027,412907857,15.12.2015 18:05:53 UTC Adam Wisley (WISLA9) Phone +61749404942  will need to replace the RP tips due to wear.  2x 10858502 2x 10879568 1x electrician 3 hours  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,11582,6623.74,0
411,Arc Chutes: ACHUT-21,Arc Chutes,,worn,age,PM01,413615876,Replace RP Chutes RD16,4/03/2016,4/03/2016,3131.01.04.74-TK016,3131.01.04.74-TK016,412774417,26.11.2015 08:41:30 UTC Danny Wallace (WALLD92)  replace chutes RP task list  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *     02.12.2015 00:25:12 UTC Steve Deluca (DELUS91) Do we need any parts for this job or are they off the shelf items 06.12.2015 21:39:34 UTC Steve Deluca (DELUS91) Can you please provide part numbers there are no parts on the task list 17.12.2015 05:52:01 UTC Steve Partington (PARTS91) Phone +49404167 need 2 off GE1072,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,15979,2398,0
414,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432391234,Extra parts for service.,4/03/2016,4/03/2016,3131.01.04.74-TK030,3131.01.04.74-TK030,413426895,03.03.2016 03:04:03 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,12148,7554.36,0
415,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432391234,Extra parts for service.,4/03/2016,4/03/2016,3131.01.04.74-TK030,3131.01.04.74-TK030,413426895,03.03.2016 03:04:03 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,12148,7554.36,0
444,Arc Chutes: ACHUT-21,Arc Chutes,,damaged,heat,PM03,432440688,ccLr light not working,19/04/2016,19/04/2016,3131.01.04.74-TK028,3131.01.04.74-TK028,413694981,12.04.2016 14:39:21 UTC Ronald Piggott (PIGGR9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  ccLr light not working 1 x elec 4 hrs 1 x 10915551   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *      12.04.2016 14:44:18 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *      ,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,13153,3525.64,0
416,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432390073,Extra parts for service.,4/03/2016,4/03/2016,3131.01.04.74-TK033,3131.01.04.74-TK033,413419145,02.03.2016 02:28:10 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,10691,5531.02,0
417,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432390073,Extra parts for service.,4/03/2016,4/03/2016,3131.01.04.74-TK033,3131.01.04.74-TK033,413419145,02.03.2016 02:28:10 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,10691,5531.02,0
418,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432391234,Extra parts for service.,4/03/2016,4/03/2016,3131.01.04.74-TK030,3131.01.04.74-TK030,413426895,03.03.2016 03:04:03 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,12148,7554.36,0
448,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,,,PM02,426309037,16000H Mech Repl Motr LH Blwr RD13-Repai,21/04/2016,22/04/2016,3131.01.04.74-TK013,3131.01.04.74-TK013,412495602,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,16991,14357.78,0
449,Grid Blower Motor: MOTR-51,Blower Motor,F,,,PM02,426309037,16000H Mech Repl Motr LH Blwr RD13-Repai,21/04/2016,22/04/2016,3131.01.04.74-TK013,3131.01.04.74-TK013,412495602,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,16991,14357.78,0
419,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432390073,Extra parts for service.,4/03/2016,4/03/2016,3131.01.04.74-TK033,3131.01.04.74-TK033,413419145,02.03.2016 02:28:10 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,10691,5531.02,0
420,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM03,432391234,Extra parts for service.,4/03/2016,4/03/2016,RD30,3131.01.04.74-TK030,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,12148,0,0
421,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM03,432390073,Extra parts for service.,4/03/2016,4/03/2016,RD33,3131.01.04.74-TK033,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,10691,0,0
423,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432396222,C/O Worn Alternator Brushes,7/03/2016,7/03/2016,3131.01.04.74-TK025,3131.01.04.74-TK025,413451295,07.03.2016 00:55:50 UTC Mitchell Thorning (THORMC9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Alternator brushes worn to minimum. C/O alternator brushes rear track only.   *     Define work requirements; including known materials specialist labour special tools that are required:  1 x Electrician 1hr  6 x 10366693 Brush   *     *      ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,24915,522,0
424,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,426457585,PM08 Svce Lube & Mechanical RD25,7/03/2016,8/03/2016,3111.01.04.74-TK025,3111.01.04.74-TK025,412868909,07.03.2016 21:10:43 UTC Jamie Rayner (RAYNJI9) Phone 07 4940 4333 LV electrical service completed by Billey and Bianca C,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,1804,6147.97,0
455,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,,,PM02,426309038,16000H Mech Repl Motr RH Blwr RD13-Repai,22/04/2016,22/04/2016,3131.01.04.74-TK013,3131.01.04.74-TK013,412495603,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17011,14357.76,0
456,Grid Blower Motor: MOTR-51,Blower Motor,R,,,PM02,426309038,16000H Mech Repl Motr RH Blwr RD13-Repai,22/04/2016,22/04/2016,3131.01.04.74-TK013,3131.01.04.74-TK013,412495603,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17011,14357.76,0
425,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432396223,C/O Worn RP1 & RP2 Tips,7/03/2016,7/03/2016,3131.01.04.74-TK025,3131.01.04.74-TK025,413451216,07.03.2016 00:47:04 UTC Mitchell Thorning (THORMC9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  RP 1 2 Tips worn out. C/O tips and pivot terminal.   *     Define work requirements; including known materials specialist labour special tools that are required:  2 x 10858502 Tip Kit 2 x 10879568 Pivot Terminal  1 x Electrician 3 hr   *     *      ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,24915,10327.4,0
458,Grid Blower Motor: MOTR-51,Blower Motor,F,Failed,Vibration,PM01,413699754,Replace Grid Blower Motor RD26,24/04/2016,24/04/2016,3131.01.04.74-TK026,3131.01.04.74-TK026,413271415,09.02.2016 21:04:28 UTC Alistair Donaldson (DONALA9) Phone +61749404699    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Notes from 32 week servic 9/12/2015 identifes that the comms on Blower Motor 1 are badly worn and beyond SRB clean up.    *  Replace at the soonest opportunity   Define work requirements; including known materials specialist labour special tools that are required:  Task list used   *     *    ,10855532,"MOTOR,SX,BLOWER,KOMATSU XA4146SERVRMKE",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,12417,437.48,0
459,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,,,PM02,426369866,16000H Mech Repl Motr LH Blwr RD14,27/04/2016,28/04/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648953,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17081,14359.98,0
460,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,,,PM02,426369866,16000H Mech Repl Motr LH Blwr RD14,27/04/2016,28/04/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648953,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17081,14359.98,0
461,Grid Blower Motor: MOTR-51,Blower Motor,F,,,PM02,426369866,16000H Mech Repl Motr LH Blwr RD14,27/04/2016,28/04/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648953,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17081,14359.98,0
462,Grid Blower Motor: MOTR-51,Blower Motor,F,,,PM02,426369866,16000H Mech Repl Motr LH Blwr RD14,27/04/2016,28/04/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648953,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17081,14359.98,0
463,Retard Grid Resistors: RSTR-23,Resistor,,Failed,Poor Connection,PM03,432448832,resistor grid needs replacing burnt term,28/04/2016,28/04/2016,3131.01.04.74-TK021,3131.01.04.74-TK021,413736955,19.04.2016 02:31:23 UTC Ronald Piggott (PIGGR9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  resistor grid needs replacing burnt terminal 2 x elec 4hrs 1 x 10836841   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *     19.04.2016 03:16:56 UTC Alistair Donaldson (DONALA9) Phone +61749404699 Additional Parts: 1 x 10366610 Insulator 1 x GE0038 Spacer - 10883740 needs to be extended 1 x GE0044 Washer - 10883743 needs to be extended 1 x XA2741 Nut - 10874749 needs to be extended,10836841,"RESISTOR,GRID,KOMATSU XA5859",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,27479,12262.39,0
464,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,,,PM02,426369867,16000H Mech Repl Motr RH Blwr RD14,1/05/2016,4/08/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648954,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17161,14359.99,0
465,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,,,PM02,426369867,16000H Mech Repl Motr RH Blwr RD14,1/05/2016,4/08/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648954,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17161,14359.99,0
466,Grid Blower Motor: MOTR-51,Blower Motor,R,,,PM02,426369867,16000H Mech Repl Motr RH Blwr RD14,1/05/2016,4/08/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648954,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17161,14359.99,0
467,Grid Blower Motor: MOTR-51,Blower Motor,R,,,PM02,426369867,16000H Mech Repl Motr RH Blwr RD14,1/05/2016,4/08/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,412648954,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,17161,14359.99,0
426,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,413637644,Replace RP Contactor Tips RD19,9/03/2016,9/03/2016,3131.01.04.74-TK019,3131.01.04.74-TK019,413011492,01.01.2016 14:23:02 UTC Daniel Pomeroy (POMED) Replace tips 2 x ge1836 kits 1 lecky 3 hours  Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,26310,7430.74,0
427,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,413716221,Replace RP1&2 Contact Tips (W4) RD20,10/03/2016,10/03/2016,3131.01.04.74-TK020,3131.01.04.74-TK020,413358705,22.02.2016 17:05:32 UTC Shaun Rose (ROSES91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP12 contact tips next defect day   *     Define work requirements; including known materials specialist labour special tools that are required:  1 Lecky 3 hrs 2 x 10858502 2 x 10879568   *  nil   *  nil    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,27319,10327.4,0
429,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432404890,Extra parts for midlife,15/03/2016,15/03/2016,3131.01.04.74-TK029,3131.01.04.74-TK029,413500887,14.03.2016 16:27:41 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for midlife.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,12196,4876.99,0
430,Grid Blower Motor Brushes: MOTR-BRSH-51,Brushes,,worn,Age,PM03,432404890,Extra parts for midlife,15/03/2016,15/03/2016,RD29,3131.01.04.74-TK029,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,12196,0,0
431,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,413728418,Replace RP1&2 Contact Tips RD22,16/03/2016,16/03/2016,3131.01.04.74-TK022,3131.01.04.74-TK022,413404187,29.02.2016 03:09:37 UTC Shaun Rose (ROSES91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP12 contact tips (w4) to be c/o next defect day   *     Define work requirements; including known materials specialist labour special tools that are required:  1 lecky 4 hours 2 x 10858502   *  nil   *  nil    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,25794,6623.74,0
433,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,426475442,PM08 Svce Lube & Mechanical RD28,20/03/2016,20/03/2016,3111.01.04.74-TK028,3111.01.04.74-TK028,412915723,,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,1750,6102.25,0
434,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,413608172,RP Contact Tips Worn RD33,21/03/2016,21/03/2016,3131.01.04.74-TK033,3131.01.04.74-TK033,412881101,11.12.2015 13:14:28 UTC Lucas Street (STREL91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  At 4 week service noted that RP contact tips are showing signs of wear but are servicable.   *  Notification to schedule change out of tips next service.   Define work requirements; including known materials specialist labour special tools that are required:  2 x 10879568 Pivot terminals 2 x 10858502 RP tip kits 1 x HV Elect x 2 hrs   *     *  Can be changed out during the next 8week service  ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,10963,10327.4,0
